"Metabolite","Sample_1_Phenotype2_B","Sample_2_Phenotype3_B","Sample_3_Phenotype2_A","Sample_4_Phenotype1_B","Sample_5_Phenotype2_B","Sample_6_Phenotype2_B","Sample_7_Phenotype1_B","Sample_8_Phenotype2_B","Sample_9_Phenotype2_B","Sample_10_Phenotype3_A","Sample_11_Phenotype3_A","Sample_12_Phenotype2_B","Sample_13_Phenotype1_A","Sample_14_Phenotype3_B","Sample_15_Phenotype2_A","Sample_16_Phenotype2_A","Sample_17_Phenotype1_B","Sample_18_Phenotype1_A","Sample_19_Phenotype1_B","Sample_20_Phenotype3_A","Sample_21_Phenotype3_B","Sample_22_Phenotype1_A","Sample_23_Phenotype2_A","Sample_24_Phenotype3_A","Sample_25_Phenotype1_A","Sample_26_Phenotype2_B","Sample_27_Phenotype1_A","Sample_28_Phenotype2_B","Sample_29_Phenotype1_B","Sample_30_Phenotype2_A","Sample_31_Phenotype1_B","Sample_32_Phenotype1_A","Sample_33_Phenotype3_A","Sample_34_Phenotype3_B","Sample_35_Phenotype2_A","Sample_36_Phenotype3_B","Sample_37_Phenotype1_B","Sample_38_Phenotype2_A","Sample_39_Phenotype2_B","Sample_40_Phenotype3_A","Sample_41_Phenotype1_A","Sample_42_Phenotype3_B","Sample_43_Phenotype1_B","Sample_44_Phenotype2_B","Sample_45_Phenotype1_A","Sample_46_Phenotype1_A","Sample_47_Phenotype3_A","Sample_48_Phenotype2_B","Sample_49_Phenotype3_A","Sample_50_Phenotype3_B"
"Unknown 039",137601.524940575,135923.020028504,131539.299971575,137459.610494386,175939.248556096,140381.36683442,126220.016386105,84492.999905282,118356.762718793,137770.785112056,106792.367530389,188569.356944009,183365.865914358,72536.952349096,108018.634581418,121499.283885649,189074.705251259,157894.261673884,165495.800495888,180432.661680225,90382.782487925,181055.61819558,67184.16093724,57121.749603364,78287.610515948,68030.222845942,87330.39636786,50535.340205148,73815.458431346,83121.604712528,92717.845212502,86378.641533296,84270.872059758,110988.042644619,95760.97964009,115731.2748432,115167.880037356,56123.207845338,272318.25022882,94605.781195316,114644.98100106,73687.468650292,77785.16990798,56192.351162663,137423.655535292,140927.989834486,100079.377840715,99364.43854138,73383.334051482,78634.922420349
"Unknown 040",48933.9983995293,42693.4317765017,35426.8228958238,40019.4261835911,56210,14950.4481796918,93015.343902436,15559.1422832113,58643.89035146,23942.5407512334,16249.7383669268,61432.15524577,69281.77244719,60602.07726105,75334.98451557,372011.93173013,94311.192610586,75457.49737618,98315.77825954,55516.17192168,64282.32545185,100615.4394212,81573.97975635,32211.974878433,84360.35293143,30395.686913074,42375.376145341,44176.7048472795,46043.24383621,101873.72437861,45518.476475743,114628.03383256,78695.84234784,53922.04329231,57543.48776994,63170.82421071,42396.2594498,35246.47221332,40323.02707814,65878.68766605,78039.344403146,69717.69266852,89666.06235294,74547.78679618,82249.08831966,90274.25647214,76743.81165464,76707.45656164,6201.891529452,39305.59733622
"Unknown 041",166569,173809.820233973,53270.2712053,123915,304602.753269053,183918.841242563,98775,93275.5579975456,84893.9557423,234566.53164636,137749.439913316,64826.49112622,109364.2079042,99168.0649924816,110717,143559.356687534,80763.69122283,74842.509724823,122047.985626804,96998.31946952,102337.03712497,49302.9884484556,64744.7684299043,42300,30708.5003654448,100467.996625031,122373.409291894,41637.53163893,65613.8020439,81016.57055153,46654.8392033799,58595.5782994837,38390.4429804327,110071.970749869,56429.4004101781,61232.27513229,119339.663935574,70497.7342164,79172.1604272437,80884,115620.069343936,40995,78058.05493188,53710,121916.769816207,116242.981990136,92231.7107381597,103273,41499.1059027702,60462.70388294
"Unknown 042",23232,33907,41582,32809,15930,31781,55174,29707,60673,15565,32216,47648,18726,33222,33334,91896,31790,36715,94154,28601,85544,44374,57957,81582,78905,84384,45054,66705,133153,73814,50492,118588,65698,136927,129443,90539,177713,53637,55501,78358,57938,55455,43488,55546,63055,93211,52521,72467,56468,47597
"Unknown 043",215036.62691673,393549.966013937,360896.14375477,304158.446507558,456124.725207859,227919.847360654,207490.698687917,218440.320389481,349540.527168768,306846.25737535,213369.26753915,202339.996362172,182917.553582774,326832.75695148,303386.315604508,379932.579427823,388512.376926592,296665.504652985,372094.027264932,68326.26860611,133872.449515838,320073.022103812,423896.908107567,97232.500670928,262151.31972225,558350.37394656,489145.20942575,205692.675306855,142597.953105192,207514.227852954,287202.669152708,236743.041567282,435559.86063385,104337.78090507,142401.677391335,228939.03944304,336823.848917786,166978.208738956,413319.49430498,130795.284159171,629808.300473766,299886.983906208,531916.585133627,104660.873318582,429248.681157978,239297.471854875,291979.540536672,260278.276739356,212417.236833965,207418.635919479
"Unknown 044",652075.523370386,669666.873125241,963789.438154064,615574.088803732,1072315.4665019,797054.74586048,681653.978677111,729425.483705846,915524.124489385,1024641.79201092,953500.831601031,445828.121492617,695674.960464954,808050.678229022,727956.310551295,1019512.82324155,671966.101463191,909580.559470367,1057658.12909725,668614.359800608,363456.667484178,632228.187548145,772998.999791327,407666.000881255,600105.362238366,1154920.99180632,1019615.79440348,579202.81611357,626269.954685156,675613.721233472,858186.290841552,944735.377088751,894602.079180864,626062.389026575,621403.407346412,668900.202790981,948945.666083874,575195.161851166,855091.569998013,501715.329173381,1121241.7617105,721848.045350294,780951.122994976,458111.83373758,1025839.76154276,790841.818640256,740289.159526093,810778.16501712,522230.778174554,617653.847214337
"Unknown 045",5485761.92879039,4772983.23963286,5292166.24489902,6048922.54085832,5690771.14327083,6342164.31901852,6274179.46882457,6180387.83843899,6328402.48736645,6194249.63076217,6839430.98536986,6492971.88352024,6247504.4962635,6138560.008609,5793696.33237278,7430188.53136505,6045728.52198568,6416130.93712768,6156060.57996626,5990408.38703598,5592660.02529299,5526419.25854246,5804120.04613182,4686460.80559502,5373694.87584304,5657395.0903102,6216846.86407259,5035366.08969177,6054475.29315343,6078102.54326396,6484879.93311178,5924348.99762649,5883786.21677992,6050329.70302718,6699135.91451247,5778131.28721813,7004070.19574144,5629592.15291813,6255929.93079612,6132388.29659905,6402408.51588083,5647699.31266427,6429088.30123091,4966023.02710427,5597646.13854353,5885235.94679059,5361824.0472289,6068103.85184321,5148247.28724812,5693657.91117076
"Unknown 046",205176.23541959,182852.974533886,172570.752554504,161546.580367333,298371.261417058,169727.3191459,139812.744524995,114432.539435988,204596.716529812,307557.336691,201126.252662302,274823.925944488,198233.378041625,233847.910156951,165280.625796554,256349.214682821,229964.850763633,361694.020954128,387549.907770369,153672.878588356,211026.825253571,255427.817308667,181579.275869136,94662.746299231,161071.871829991,306402.257919522,278443.518999451,161797.185891768,272087.001099711,182427.597946648,175552.101345737,235759.752764695,253181.833525039,201106.68157871,286684.826939327,238562.856730951,463590.677376636,141007.232526549,191722.658286027,188482.615680084,313077.915931008,199111.979246808,241320.205853551,202951.391416442,312790.25823773,368925.667338985,239306.934089329,251741.724077342,208859.001208197,283753.937830899
"Unknown 047",159084.438730832,194179.824301278,216491.913019812,126991.596506613,376986.10613931,185460.03471552,161583.591182824,175555.320577062,177911.295911737,255102.542158099,240692.381860381,133008.235791152,169376.837664922,255266.864850028,239250.182289868,297325.695091293,250587.019820055,265780.336589432,355175.19499179,208032.05184917,123854.995763961,145089.41240789,206763.686851654,212118.318239531,200788.627498825,195514.391202066,234175.015857449,109488.306298252,90004.9969354356,269028.896827651,163414.364690174,201145.344241022,197714.459153166,115699.898352649,252391.525137417,110560.430997848,204841.650656217,115302.756046036,154530.501995015,96006.549276803,263116.106871137,146306.447826673,227121.289226551,101448.257551682,140281.913933938,157042.996882315,146499.901165888,268014.72548541,112703.517932393,104161.201166689
"Unknown 048",853184.4885757,736136.241871,540583.44647287,476758.426575531,575563.059078858,652197.477186276,654650.071115749,959540.079776783,796944.316336564,474049.109190468,1075589.58470763,1073174.74356903,511605.451749264,971347.246671178,893481.138044226,957547.142712142,873655,1253174.52630656,819678.422014046,574602.091176322,848258,706427.335666708,709421.94845306,560151.971877062,588818.35271845,1284561.69608153,1223260.68699787,636360.726226619,782306.46854935,776246.731601518,1224841.95096723,634113.764460124,1434055.77317397,917537.557109198,1075812.85256467,921163,1182016.83418448,387132.05690244,588669.86024323,854337,1316543.86559732,905206.74373397,966753.602619012,1429888,1296400.47768315,876353,791864,524920.891044756,585426.70216264,502835.296494706
"Unknown 049",1390825.93653738,1197128.76900111,1276340.08809064,1361702.5048158,1750072.10620363,1742432.67748155,1373213.1887372,1534098.92767196,1287055.03370652,1784360.40216535,1745543.10554322,1619691.92497614,1337607.48448343,1539775.15078417,1348398.07528886,2070708.00615345,1572429.00809506,1753082.20563904,1548320.61145648,1503515.08388588,1405022.08098829,1225684.52350736,1475170.07427526,1134676.76943865,1209195.28288154,1633790.26508864,1832412.56239965,1183153.10396455,1614446.0827068,1420617.6102083,1771003.17927838,1697128.18810136,1502105.60087024,1685335.63861888,1592131.52519903,1255822.32083952,1878509.27959284,1233455.40153023,1466092.55306559,1496979.76425034,1593497.089269,1422853.45057132,1767951.36096609,1569291.61134003,1357822.97469532,1462345.6340149,1492117.00298804,1835362.3606028,1175279.65314918,1289022.07785906
"Unknown 050",3824087.74077725,4519418.90901725,4439602.42079516,1121507.35704798,5716966.16695201,789190.124905197,1457244.92082171,4408140.93254375,4143177.20455062,1188600.8945416,1244141.87164542,925015.887946166,1133978.39760961,1070115.16283742,3242924.24915205,1179266.18547469,2058569.98468612,1187311.93037089,2676232.9773974,1739779.79111491,1568160.44440163,1437212.41450063,1502295.56897442,1193344.28438035,1100586.06871273,4446336.73602075,1336058.8988353,2466573.09074271,1282209.91360869,1382213.06283614,1388597.25026097,4414401.69499436,1667492.42328144,1262979.23952351,1201167.02808358,1854557.20891082,1524619.98651532,1026066.36828789,3858297.58109694,978249.447882618,4669411.5087255,4360636.57049556,1283744.65623358,1324919.14832164,3294987.29867361,4407747.06439401,1212519.37181328,1450582.35431169,895606.660487354,1008917.63911933
"Unknown 051",931574.455402792,1067305.19410866,3185718.12571123,1208710.83775545,1323202.60734061,2855844.56703713,1254550.76532542,1355704.1230914,1942044.35995098,3717042.96289187,2522231.85871445,1483897.41374886,1327619.56535321,1921952.84414761,1819722.03222974,3006287.46538058,2341039.72056223,635240.228708584,4304647.23495511,1539149.3038391,1195221.79389182,2724367.55925685,1440629.54480476,815628.176831494,2552342.80053552,3459066.73025621,3778663.05488106,947483.760941472,2145645.57041262,1840437.47990509,3391794.69175995,571806.937927838,2440607.80064937,827576.399408826,2400995.69925011,1304611.62750334,3633416.60280912,957639.656342094,1816210.86862012,876085.870652006,3476171.22063396,1978263.90340739,2015639.2554754,953289.262548625,1822631.61938397,878274.793181824,1902597.50550083,1679340.46417255,1186093.48285326,1202432.80796003
"Unknown 052",603319.623473699,832822.637459432,710601.375599477,873018.295635417,971234.179425882,862170.000697923,775581.319295408,400694.062609244,682910.579193541,863679.76118473,551357.372643231,151764.232903849,520051.372577873,578522.849037333,545469.30167997,857704.367329358,374657.760711128,916952.973662325,597831.609041262,735104.122486515,148555.559731657,189789.772327079,413851.718675706,313944.583956161,602490.426182346,1059819.55440812,1243185.23307422,637533.398589276,599206.911197126,708276.149769931,795300.21026835,967361.23697872,1193186.26521524,705130.825918031,391779.935627345,564650.884722451,368542.366467751,488631.790454849,799940.986646053,456429.985961067,973233.30693697,514267.38383157,820626.790574682,375888.78980495,536184.703821005,544586.970236975,337259.218185711,835457.140960822,552279.636276805,420966.348989547
"Unknown 053",1620456.02958192,1131948.52252772,1511203.04675871,1275802.03953401,1714530.79865088,1342029.03034379,1273844.40159566,1220872.47169029,1492426.69725327,2625918.37546739,2140137.15524961,1150988.908088,1290078.61595749,1995386.86658034,1839941.42501551,3667325.04483889,1794347.38515686,2863326.70057096,2401412.93407656,2202554.604515,1355490.80269186,1310070.72718206,3192204.5945968,1882913.47178773,2172042.40261347,2622176.94535139,2733125.01719941,1079758.36312204,1634884.69007939,1859017.49493993,2295119.54992174,1879163.65727652,2290093.0752722,1552024.61700973,1624487.67100288,1166043.14819781,4070833.69652197,1595587.05372307,1846595.80240471,1491059.42657527,2867553.43296987,1973763.17926236,2620764.06349585,1472348.56760094,1738252.56370062,2230761.24472042,2423797.88648478,2692218.19722367,1451842.37218815,1607080.04653116
"Unknown 054",2254244.80137064,3683496.83389965,2890438.42505048,2695790.36892247,5101212.19035797,2541841.15584084,2874431.1512114,1493111.07583785,3219366.28304202,3283825.39884022,2076261.34475869,1011947.12858701,1326184.55082299,1961617.89416035,1286107.52735837,2617744.13545497,933367.841830523,1871033.60102776,16072555.5860737,1147188.25761298,435089.691556936,254337.804596296,1140985.9938188,601368.603505298,2093028.47211384,3103216.6609125,4700672.25480326,1748978.4385965,3242860.59648824,1825865.31494023,3986907.39121013,2002504.34497007,4042987.78304254,1448491.25081917,1255272.99042871,1702958.1424129,2031911.94871864,6072465.8130989,3664810.92713859,803740.3236636,6240880.22637274,2862527.20035427,2043090.34773975,943144.670031882,2732317.15206664,4075956.60569252,694446.96776416,2113057.54618883,1100076.42893028,1239895.6419475
"Unknown 055",189869.405440441,169544.920440345,256806.696462562,168779.205567656,562624.68088582,429081.526283408,258028.989550891,331569.41744388,226598,427050.045240844,491237.213313743,745103.22850655,373543.630599943,187636.74817749,166535,386741.178817589,732218.388764127,389841.274030651,345863.037943708,203873.051081794,127838.959606982,101590,163061.742956259,115395.646852619,363613.267553616,1294689.04430939,215149.113195841,134351.171780652,414704.342519665,160338.379363364,220648.64508009,190238.781512935,106669.464321499,398691.631427464,192810.960241219,126797,68210.33401199,1051751.28743319,483292.470700466,143933.867792704,187700.457647258,153709.294375699,231464.938561357,149935.493626574,468042.590167718,148290.67888001,119675.048263978,934921.387193545,157567.748086264,185810.472459697
"Unknown 056",88862.540675341,163594.55388945,139372.0564995,95300.90070688,163853.24121585,98527.40211493,136441.79368252,82440.44332777,160417.31991345,133074,255791.52727536,132143.057392155,104589.67716581,84771,154071.36506991,125126,160173.2935395,228327,121994,274020.082031816,137525.641059383,130806.55556664,195716.8120494,214765.271344485,177425.17229589,284232.31208028,114552.409059608,74126.67964718,97824,121841.61080301,169426.399610096,109166,143123.888692984,141373,104846,124388.5849548,189144.195175548,59284.5104786227,90203.535528741,120210.51782098,315671.254298515,107401.1551918,248097.056605539,209168.723213725,169657.5174121,142787,113968.436233062,116879,157088.722057971,74080.460664309
"Unknown 057",790977.367852923,1085786.17493508,839542.653437339,1236752.5959512,1388668.38660265,1184938.3801573,1091559.41520425,701609.850908712,915312.08915005,1500130.71169974,1150898.23405815,252216.7029499,838679.333255407,1317879.2638883,930032.447456469,1840917.68283323,861196.822103355,2047588.46579599,1093803.13818242,1209282.9697106,395567.453480453,366441.966970448,1403051.98141775,877025.241250026,1205056.74647478,1067653.28568719,1219295.17055755,677994.89851559,659617.123350786,613947.890757514,1126567.95771265,1263053.7292095,1498120.68007833,941316.607599875,532531.38467853,685277.6190279,791324.214902373,804014.692244911,977362.909064445,594374.896034107,1493130.26750543,830264.675091939,1358929.86478424,814921.782587234,864186.22232938,905103.47638616,841846.709260831,1655288.13603074,999747.441990593,1062688.66541637
